acctsessionid,acctuniqueid,username,groupname,realm,nasipaddress,nasidentifier,nasportid,nasporttype,acctstarttime,acctstoptime,acctsessiontime,acctauthentic,connectinfo_start,connectinfo_stop,acctinputoctets,acctoutputoctets,calledstationid,callingstationid,acctterminatecause,servicetype,framedprotocol,framedipaddress,acctstartdelay,acctstopdelay,xascendsessionsvrkey
e05d547b3aa2_000_0000003479_1733547432,0b12fe46c564292d7c8db53b3e408fec,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:57","2024/12/07 4:58",61,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-2d-a3-09-e4-24,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000044_1733536708,1e67d865e9727722ac89f087dc3cd998,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 1:58","2024/12/07 2:03",317,RADIUS,,,43322,143176,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000003511_1733553662,d8b29247aba26e0a5540c086250b11f5,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:41","2024/12/07 6:41",12,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000529_1733555549,c5afd740b901d2f30990e97818e6154d,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:12",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001657_1733547541,929e18d1a42e92b216771c4cb94035cf,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:59","2024/12/07 5:50",3060,RADIUS,,,1354866,2732457,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b3aa2_000_0000000488_1733538431,2ed2a55b2f81edd1315a1ba89f49ca33,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:27","2024/12/07 2:27",2,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000350_1733625448,c846bd3a2dfab8f1c1fd40d0d1f6b6c5,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:37","2024/12/08 2:49",749,RADIUS,,,81801,163979,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000000027_1733623404,60f51509f32bab767c2a1455400edd1a,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:03","2024/12/08 2:03",2,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000000056_1733537062,8fcbc09d6de0424d59f45d0261d35e8d,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 1/0.",Wireless-802.11,"2024/12/07 2:04","2024/12/07 2:15",658,RADIUS,,,9489,40808,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,0,Framed-User,,172.25.31.170,,,
e05d547b3aa2_000_0000000131_1733537073,67bfeb0777c44d26b00f75a0ed04e668,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 2:04","2024/12/07 2:14",588,RADIUS,,,494408,53777806,e0-5d-54-7b-3a-a2:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000000031_1733623505,c918cceb504125ef8ca275591f4b947a,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:05","2024/12/08 2:10",313,RADIUS,,,14534,203412,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b3a75_000_0000000036_1733623520,2c860e4c6bef5e089a4d45f541cd9042,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:05",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5a-2d-a3-09-e4-24,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004213_1733636111,a58653465f45d50e84680bf8bfea1a80,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 5:35","2024/12/08 5:57",1315,RADIUS,,,396415,934702,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000004564_1733637938,cf5e47a57565f67a48eeaf40fe8ce8cd,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:05","2024/12/08 7:28",4978,RADIUS,,,1195098,2297421,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b3aa2_000_0000002844_1733633964,e9e94ecc7046fc2fe3b8ad4a9566ee3c,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:59","2024/12/08 4:59",1,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000003893_1733633975,568a2b140abe1ba1b01c1ca4f36eadfe,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:59","2024/12/08 5:30",1857,RADIUS,,,760856,2096975,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000003290_1733552308,ca1d9d8ada95b34d4ca604408532a71c,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:18","2024/12/07 6:27",517,RADIUS,,,76364,143583,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b39f3_000_0000000015_1733617912,7c6fbd9984e12126e879cff57f85aaab,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 0:31","2024/12/08 0:37",364,RADIUS,,,36519,147195,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,172.25.31.170,,,
e05d547b3aa2_000_0000000007_1733620084,6f8f44977cc953c2189ee7dd74af7721,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 1:08","2024/12/08 1:08",2,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002957_1733551441,da358e5beeebdb40ea8c77420b3900ef,cbyn8426@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:04","2024/12/07 6:04",44,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5a-2d-a3-09-e4-24,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001959_1733548487,3f4763e82fba86abf96961e33fdcdb2f,cbup1037@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:14","2024/12/07 5:20",346,RADIUS,,,424545,1106315,e0-5d-54-7b-39-f3:cityroam,ca-67-68-83-22-4c,User-Request,Framed-User,,172.25.30.4,,,
e05d547b39f3_000_0000001697_1733547663,8f4b5514841e6d7efa5f70f736ebcf4a,cbqj5762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:01","2024/12/07 5:38",2254,RADIUS,,,88658,134543,e0-5d-54-7b-39-f3:cityroam,c6-ce-f0-4d-9c-02,User-Request,Framed-User,,172.25.30.76,,,
e05d547b39f3_000_0000004684_1733638350,aa0fccddc72def510ada9b497076cef0,cbqj5762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:12","2024/12/08 6:13",29,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,c6-ce-f0-4d-9c-02,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007257_1733545939,884ce43c486273c8a4e7e9954154af84,cbqj5762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:32",,300,RADIUS,,,22570,21898,e0-5d-54-7b-39-f3:cityroam,c6-ce-f0-4d-9c-02,,Framed-User,,172.25.30.76,,,
e05d547b39f3_000_0000004108_1733554696,cb2fb5bb5966a197928f8ecc2eee5518,cbqj5762@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:58","2024/12/07 6:58",7,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,c6-ce-f0-4d-9c-02,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004155_1733554875,34139c3cc5f381ffb61fe7b65065415a,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:01","2024/12/07 7:01",3,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004174_1733554965,31858471a9528353462aa161c2946180,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 7:02",,0,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001123_1733546969,259b992d75c20dea8d3d8466f2c802c8,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:49","2024/12/07 4:49",16,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002692_1733550879,1a163f8b2e481982b85e501a95de8b0e,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:54","2024/12/07 5:54",2,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002821_1733545007,ed41d88f39d5fe2bbb64a8220c6a21bf,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:16","2024/12/07 4:18",84,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002764_1733551016,51ae0813b72c333a6ece83d59016a388,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:56","2024/12/07 5:57",4,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002773_1733551057,ffff1a0f277b37450726c356aa2a9302,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:57","2024/12/07 5:57",3,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000002886_1733545121,5efbf967dd53c21d90f4639f664116fa,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:18","2024/12/07 4:32",816,RADIUS,,,1677925,14439469,e0-5d-54-7b-3a-a2:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,172.25.30.204,,,
e05d547b39f3_000_0000007132_1733545599,4bf3832dc0dc8763c5126ef774d4db78,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:26",,600,RADIUS,,,64653,126785,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,,Framed-User,,172.25.30.204,,,
e05d547b39f3_000_0000002799_1733551131,1416db291ee25872bd23888207cc7be0,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:58","2024/12/07 5:58",2,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001815_1733547942,77d9404f22f0c62f710fd0e2c886e31c,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 5:05","2024/12/07 5:50",2659,RADIUS,,,1137009,1609759,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,172.25.30.204,,,
e05d547b39f3_000_0000002852_1733551236,9bd794126bd23288da2df5c959d88379,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:00","2024/12/07 6:47",2839,RADIUS,,,574176,1093689,e0-5d-54-7b-39-f3:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,172.25.30.204,,,
e05d547b3aa2_000_0000002421_1733544453,45b60c04c585947e77bbd7e752608aa8,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:07","2024/12/07 4:07",3,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000651_1733543319,4363a586500ac1aef9cd8f5bd1e90de9,bzyu0493@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:48","2024/12/07 3:48",2,RADIUS,,,0,0,e0-5d-54-7b-3a-75:cityroam,5e-7f-67-43-72-8f,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004814_1733638754,f50deeab4992d02b12e8c836c5be347d,bzvy9327@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:19","2024/12/08 6:20",71,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,a2-08-37-09-0d-b2,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004942_1733639171,385ff9b2f23fbf8295fc37da68484571,bzvy9327@b-warriors.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:26","2024/12/08 6:56",1819,RADIUS,,,1890650,4763927,e0-5d-54-7b-39-f3:cityroam,a2-08-37-09-0d-b2,User-Request,Framed-User,,172.25.29.58,,,
e05d547b3aa2_000_0000001122_1733541020,4f0f4fe1c50fb97f732b1bdf4d58bdc2,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:10","2024/12/07 3:22",742,RADIUS,,,897217,1022769,e0-5d-54-7b-3a-a2:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,172.25.31.40,,,
e05d547b3aa2_000_0000001745_1733542951,034eb6c0039b842e32f671cef4124dd8,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:42","2024/12/07 3:42",7,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000007109_1733545540,d83dfd231de063d5e6afed37572e8a9f,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 4:25","2024/12/07 4:32",391,RADIUS,,,31821,64096,e0-5d-54-7b-39-f3:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,172.25.31.40,,,
e05d547b39f3_000_0000000901_1733627769,14326fc050dae366e6c932e0e7cc8dac,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:16","2024/12/08 3:18",114,RADIUS,,,261132,1207638,e0-5d-54-7b-39-f3:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001608_1733541321,c097fa8cafad03e82c8f433269430b5d,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:15","2024/12/07 3:16",49,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,82-ad-f3-e4-d2-2c,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000837_1733626140,473667985b3bf4ef9e1c0814cbe7e460,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:49","2024/12/08 2:49",6,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3aa2_000_0000000865_1733626220,67094a7df785801543aea92360cca9bf,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 2:50","2024/12/08 2:53",204,RADIUS,,,257465,2779869,e0-5d-54-7b-3a-a2:cityroam,82-ad-f3-e4-d2-2c,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001702_1733541455,1efce32bb3f0eb2a02624d84a78ab467,byst7591@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:17","2024/12/07 3:28",620,RADIUS,,,1365120,3230259,e0-5d-54-7b-39-f3:cityroam,82-ad-f3-e4-d2-2c,User-Request,Framed-User,,172.25.31.40,,,
e05d547b39f3_000_0000004760_1733638563,a678b663373772696b8aff5b5e4a361c,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:16","2024/12/08 6:34",1093,RADIUS,,,36747,59781,e0-5d-54-7b-39-f3:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,172.25.31.10,,,
e05d547b39f3_000_0000001812_1733541766,ead955555216e87fb85bd1118e51aa4b,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:22","2024/12/07 3:26",234,RADIUS,,,1112349,5662797,e0-5d-54-7b-39-f3:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000001110_1733632574,03ff45d745990c4c2fc16c77b94ef793,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:36","2024/12/08 4:46",636,RADIUS,,,2760615,25947211,e0-5d-54-7b-3a-75:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,172.25.31.10,,,
e05d547b3a75_000_0000001157_1733637842,07dca8dcacdf3043e1dcb120b036037f,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:04","2024/12/08 6:10",393,RADIUS,,,91289,164708,e0-5d-54-7b-3a-75:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,172.25.31.10,,,
e05d547b3aa2_000_0000003323_1733637930,d4ebf23998f8e1213279589f9050328d,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:05",,0,RADIUS,,,0,0,e0-5d-54-7b-3a-a2:cityroam,3a-e8-2c-91-90-8d,,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000004565_1733637941,b984d70d5c5c0f40431cde4784a05591,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 6:05","2024/12/08 6:06",59,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000002831_1733632083,3e7e46937414c6ed5e41e2d8b926e371,byij1469@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:28","2024/12/08 4:41",790,RADIUS,,,721558,1826373,e0-5d-54-7b-39-f3:cityroam,3a-e8-2c-91-90-8d,User-Request,Framed-User,,172.25.31.10,,,
e05d547b39f3_000_0000002621_1733542747,b73bf14bd9c7f8b0b9114ded336206e7,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:39","2024/12/07 3:46",412,RADIUS,,,191985,366514,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,Lost-Carrier,Framed-User,,172.25.31.29,,,
e05d547b39f3_000_0000003762_1733633587,6a627dc7597fd3658a1c03df7ab5218c,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 4:53",,9300,RADIUS,,,3991891,7975070,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,,Framed-User,,172.25.31.29,,,
e05d547b39f3_000_0000001832_1733541872,fa320f0b1cb38fdb4d78f3e1a69e74d4,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:24","2024/12/07 3:25",28,RADIUS,,,0,0,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,User-Request,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001843_1733541912,9a766276a57272143c631a4a6e85f8d9,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 3:25","2024/12/07 3:28",168,RADIUS,,,8364,20629,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,User-Request,Framed-User,,0.0.0.0,,,
e05d547b3a75_000_0000000635_1733629233,99926c8fc6b9548d5fd266cde0f4662c,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.102,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:40","2024/12/08 3:48",456,RADIUS,,,15842,44229,e0-5d-54-7b-3a-75:cityroam,e6-18-ca-e8-b3-97,User-Request,Framed-User,,172.25.31.29,,,
e05d547b3aa2_000_0000001323_1733629240,5cf5d418070b43bd1d8e22bf23b7cd05,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.101,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:40","2024/12/08 3:42",138,RADIUS,,,97558,5679590,e0-5d-54-7b-3a-a2:cityroam,e6-18-ca-e8-b3-97,Lost-Carrier,Framed-User,,0.0.0.0,,,
e05d547b39f3_000_0000001218_1733629401,1f503b07a55957f7b334421802961f38,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/08 3:43","2024/12/08 4:42",3551,RADIUS,,,1653870,17764569,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,User-Request,Framed-User,,172.25.31.29,,,
e05d547b39f3_000_0000003554_1733553880,ff94487f557a6d4cd776df6a440421a8,bwki0425@app.life-seed.cityroam.jp,,DEFAULT,172.23.10.103,jphub1.nghsig.jp,"Dot11radio 2/0.",Wireless-802.11,"2024/12/07 6:44","2024/12/07 6:47",192,RADIUS,,,121446,341628,e0-5d-54-7b-39-f3:cityroam,e6-18-ca-e8-b3-97,User-Request,Framed-User,,0.0.0.0,,,
